-27.2227480721,-0.0126909376264,0.222359523812,1.0
-4.7712235964,0.408870411441,0.310249000644,0.99
-20.0298103751,0.84312172538,0.33489610675,0.98
31.7943418919,1.226887353,0.339490550667,0.97
-23.4975197178,1.63986118746,0.495955627114,0.96
-21.209937802,1.99140824687,0.550571471334,0.95
-7.90494135315,2.16357938242,0.539080862671,0.94
-12.0667771662,2.2903596406,0.504906706244,0.93
1.10601535188,2.48146870732,0.467272254378,0.92
11.328155205,2.68879169917,0.450387618095,0.91
3.01648350441,2.88313691831,0.415458198369,0.9
8.34645880969,3.21668801928,0.38434574613,0.89
-25.907920906,3.62642250586,0.341505124718,0.88
-26.3169108543,4.10199568105,0.308666618228,0.87
-1.18370672053,4.71269983244,0.303344875187,0.86
0.0,4.84605121613,0.2484267205,0.85
-4.2945978085,5.23094867373,0.315775129989,0.84
1.05194736797,5.7555151763,0.304611664206,0.83
1.24011591702,6.26837971878,0.295330441877,0.82
-12.9359245282,6.6915677352,0.293975441948,0.81
-38.4781778292,7.06292340136,0.277311528713,0.8
-17.1963242826,7.48862846613,0.270463856578,0.79
-30.9986641068,7.85457905483,0.252491849795,0.78
23.9598869996,8.26760981178,0.272029200494,0.77
0.899381975433,8.63001743412,0.301220906086,0.76
-6.00245452882,8.85287720394,0.270043909103,0.75
-5.16223444928,8.98460047054,0.255913151741,0.74
-20.9037556971,9.09057098007,0.244230109945,0.73
-35.9371063617,9.16031416416,0.248298063494,0.72
-15.6075579579,9.27632801533,0.269814695619,0.71
-17.8469763938,9.43182938099,0.264560513556,0.7
-23.6002698834,9.46527831936,0.25178340514,0.69
-17.763829598,9.57010158539,0.226044173233,0.68
-25.2183807083,9.7098093729,0.235922132321,0.67
2.9305521162,9.91337795258,0.236988066323,0.66
33.5264823686,10.0879623384,0.233449648976,0.65
36.4624390838,10.3571454917,0.234319825535,0.64
-20.3594499303,10.5519856348,0.252733428851,0.63
12.2809106744,10.8197533684,0.237026034579,0.62
-1.53493610521,10.9962884493,0.255373561792,0.61
-6.39120196494,11.1286917953,0.255321218073,0.6
-22.6248530903,11.3379992952,0.228459614571,0.59
-0.792716819897,11.599668148,0.228611031637,0.58
-12.957907053,11.8010733185,0.234278117076,0.57
-15.6603159496,11.879350914,0.251348959032,0.56
5.79664148063,11.8981750784,0.223525444187,0.55
2.22044604925e-16,11.8004334221,0.203743071109,0.54
-12.3556051466,11.7226882076,0.212103436656,0.53
16.965290273,11.530749217,0.216655735444,0.52
7.83991424646,11.463111311,0.227790459536,0.51
